0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
0, 0, 97871, 0
1, 0, 97871, 0
